1,133,8
1,720,6
1,971,10
1,1095,7
1,1616,10
1,1978,7
1,2145,8
1,2211,8
1,3751,7
1,4062,3
1,4633,10
1,4842,5
1,6518,6
1,7576,8
1,7724,7
1,8305,10
1,8923,9
1,9345,10
1,9729,10
1,10148,10
1,10811,7
1,11671,5
1,11747,7
1,12638,4
1,13210,10
1,13895,5
1,14205,1
1,14604,10
1,14985,10
1,15123,9
1,15408,4
1,15530,6
1,16480,6
1,18032,10
1,18287,10
1,18345,10
1,18444,8
1,18562,8
1,18878,4
1,19006,10
1,19231,5
1,19727,10
1,20253,6
1,20737,8
1,21184,6
1,21256,10
1,21642,6
1,22319,10
1,22543,4
1,22691,1
1,22853,9
1,22915,10
1,23036,2
1,23495,5
1,23499,4
1,24188,1
1,24294,10
1,24683,10
1,25731,6
1,26084,10
1,26236,7
1,26274,1
1,30417,5
1,32136,9
1,32953,8
1,33171,6
1,33205,8
1,33960,10
1,34358,6
1,34406,10
1,35647,10
1,35707,1
1,36750,2
1,37184,9
1,37773,10
1,38181,9
1,38356,10
1,38444,6
1,38648,4
1,38868,7
1,39095,7
1,39414,10
1,39520,1
1,39681,7
1,40322,1
1,40377,10
1,40888,4
1,41492,3
1,41925,6
1,43407,7
1,43836,10
1,44077,7
1,44510,7
1,44877,1
1,47314,10
1,48470,8
1,48734,8
1,49038,9
1,49129,7
1,49253,1
1,49466,10
1,50408,9
1,50688,7
1,51345,1
1,51399,7
1,51524,6
1,51913,9
1,53107,5
1,53456,7
1,53933,10
1,54380,7
1,54481,3
1,54929,10
1,56397,7
1,56792,9
1,57008,3
1,57443,6
1,57839,8
1,58367,9
1,58839,7
1,59161,8
1,60741,7
1,61157,10
1,61221,4
1,62095,8
1,63063,10
1,64257,10
1,64272,6
1,65113,5
1,65602,10
1,66048,4
1,67003,5
1,68076,3
1,69000,1
1,69710,3
1,69882,10
1,70694,8
1,71042,5
1,71594,2
1,72324,8
1,73281,10
1,73318,8
1,73346,7
1,73611,10
1,75050,10
1,75243,10
1,76195,7
1,78232,9
1,79237,8
1,79281,1
1,80005,8
1,80463,9
1,80672,9
1,80880,4
1,81703,8
1,82536,1
1,82828,6
1,83601,5
1,83622,10
1,83855,7
1,84058,5
1,84403,7
1,84587,8
1,87068,10
1,87266,3
1,88118,7
1,88179,10
1,88886,10
1,88892,9
1,89477,3
1,89796,5
1,91098,9
1,91102,10
1,91127,5
1,91205,5
1,91208,6
1,92764,2
1,93105,10
1,93385,8
1,93887,6
1,94117,7
1,94797,7
1,94833,6
1,94997,8
1,96390,1
1,96734,2
1,96985,1
1,97111,1
1,97523,8
1,97655,10
1,98131,2
1,98556,10
1,98658,2
1,98715,9
1,99285,8
1,99951,8
1,100402,1
1,102337,7
1,103168,3
1,103267,4
1,104382,9
1,104944,7
1,105618,4
1,105720,10
1,106616,9
1,108451,8
1,109117,6
1,111084,5
1,111283,7
1,111862,7
1,113261,5
1,113740,9
1,113916,10
1,114335,1
1,114613,1
1,114968,7
1,115518,9
1,115675,9
1,116926,10
1,117041,8
1,117248,3
1,120342,10
1,120458,2
1,120573,8
1,120657,7
1,121003,4
1,121116,7
1,121859,10
1,124142,8
1,124505,4
1,125537,5
1,125864,8
1,126145,8
1,126383,7
1,127833,10
1,128314,6
1,128412,4
1,128903,3
1,130728,3
1,130970,10
1,131629,8
1,131669,10
1,132325,7
1,132680,7
1,133714,8
1,133791,8
1,135367,8
1,135399,2
1,136139,7
1,136281,8
1,137045,5
1,138830,10
1,138928,2
1,139253,2
1,139694,1
1,140110,6
1,140246,10
1,140278,2
1,143062,8
1,144218,10
1,144414,2
1,144572,6
1,144631,7
1,144688,9
1,145007,8
1,145009,5
1,145234,1
1,148968,6
1,149161,2
1,149749,5
1,150003,3
1,150020,7
1,150113,5
1,151254,7
1,151618,1
1,152830,7
1,153202,4
1,153766,10
1,153876,4
1,155084,8
1,155406,3
1,156905,5
1,158239,3
1,158548,10
1,158612,5
1,162993,7
1,163943,4
1,164139,8
1,165066,4
1,165458,1
1,167479,7
1,167568,5
1,167648,7
1,167730,4
1,169128,1
1,169906,2
1,171426,7
1,171583,10
1,173384,9
1,173584,10
1,174549,7
1,174760,3
1,175701,8
1,178540,10
1,179897,10
1,180276,7
1,180465,1
1,180712,8
1,180842,5
1,181158,1
1,181216,7
1,182354,9
1,184705,4
1,185095,7
1,186674,4
1,188352,10
1,189325,1
1,193088,5
1,193197,3
1,193687,9
1,196366,8
1,196662,4
1,199238,1
1,200072,7
1,201108,7
1,201897,10
1,202155,5
1,203152,2
1,203712,10
1,203894,5
1,204088,7
1,205811,7
1,207827,10
1,208748,6
1,209752,5
1,209863,6
1,211305,9
1,212503,7
1,213126,8
1,213358,8
1,213951,10
1,215703,1
1,216793,5
1,217431,7
1,219692,1
2,133,10
2,4340,8
2,4672,10
2,5577,10
2,7006,10
2,12038,10
2,12243,10
2,16610,9
2,17204,10
2,20565,8
2,20727,8
2,20737,8
2,22957,7
2,23022,8
2,25083,10
2,26094,6
2,26640,7
2,31625,9
2,31847,10
2,34568,8
2,35647,10
2,38594,10
2,40167,6
2,40377,10
2,41492,9
2,43407,6
2,43970,10
2,47884,9
2,47936,9
2,50147,9
2,52187,9
2,55238,10
2,56889,10
2,57473,10
2,62064,10
2,64353,9
2,66048,5
2,70118,10
2,71042,7
2,77054,1
2,78864,10
2,79507,10
2,79965,9
2,82946,10
2,85264,10
2,86132,5
2,87945,8
2,88419,8
2,91208,8
2,93893,9
2,103607,1
2,104912,1
2,105269,10
2,110261,8
2,115212,8
2,117041,8
2,117149,10
2,118544,5
2,119447,10
2,121859,10
2,122382,8
2,129450,5
2,132647,9
2,134835,10
2,135394,4
2,136180,10
2,136665,3
2,137095,8
2,143604,8
2,144218,10
2,146508,10
2,146848,8
2,147784,8
2,149161,3
2,151118,10
2,166623,6
2,169516,6
2,171777,10
2,172906,10
2,173004,6
2,182243,9
2,192666,1
2,193148,7
2,193687,7
2,194553,6
2,195521,4
2,196265,9
2,202483,10
2,203691,9
2,205930,10
2,207511,6
2,207798,10
2,211588,4
2,211736,9
2,217639,10
2,218011,4
2,220059,10
3,13895,5
3,15530,7
3,25083,10
3,31625,7
3,86777,7
3,93172,9
3,93385,9
3,93891,10
3,105720,10
3,110097,8
3,117041,8
3,121859,5
3,129661,6
3,130815,10
3,132449,8
3,132880,4
3,134187,5
3,151021,1
3,151785,7
3,194553,7
4,6269,9
4,6437,8
4,6499,10
4,7724,7
4,7964,10
4,9287,8
4,11878,10
4,12513,10
4,15562,8
4,16357,10
4,18534,10
4,27357,10
4,28524,10
4,33084,9
4,33786,7
4,34641,7
4,40783,7
4,41460,4
4,45992,8
4,47311,2
4,52830,10
4,54106,9
4,56037,3
4,56339,7
4,60048,7
4,60679,10
4,63462,9
4,65026,7
4,65602,10
4,68206,8
4,68570,5
4,72461,8
4,76505,8
4,77006,5
4,79224,6
4,82742,7
4,83601,5
4,83773,6
