userId,movieId,rating,timestamp
1,1,5.0,847117005
1,2,3.0,847642142
1,10,3.0,847641896
1,32,4.0,847642008
1,34,4.0,847641956
1,47,3.0,847641956
1,50,4.0,847642073
1,62,4.0,847642105
1,150,4.0,847116751
1,153,3.0,847116787
1,160,3.0,847642008
1,161,4.0,847641896
1,165,4.0,847116787
1,185,3.0,847641919
1,208,3.0,847641919
1,253,3.0,847641919
1,265,5.0,847642048
1,266,3.0,847642118
1,288,5.0,847641938
1,292,4.0,847116936
1,296,5.0,847116752
1,300,5.0,847641973
1,316,3.0,847116893
1,318,5.0,847116937
1,329,4.0,847116936
1,344,3.0,847116787
1,349,4.0,847116893
1,350,4.0,847642142
1,356,5.0,847116893
1,357,4.0,847641988
1,364,4.0,847641938
1,367,4.0,847641956
1,377,3.0,847641938
1,380,4.0,847116753
1,434,3.0,847116936
1,454,4.0,847641938
1,457,4.0,847116787
1,480,5.0,847116936
1,500,3.0,847641956
1,508,5.0,847642073
1,509,4.0,847642048
1,515,5.0,847642091
1,539,3.0,847641988
1,588,4.0,847116787
1,589,3.0,847641938
1,592,3.0,847116750
1,597,4.0,847641973
1,648,5.0,848565823
2,1,3.0,833971988
2,2,3.0,833972306
2,11,3.0,833972269
2,17,5.0,833972306
2,19,4.0,833972107
2,21,3.0,833972077
2,34,5.0,833972077
2,39,3.0,833972138
2,47,2.0,833972077
2,95,3.0,833972269
2,150,4.0,833971704
2,153,3.0,833971811
2,160,3.0,833972138
2,161,4.0,833971947
2,165,2.0,833971811
2,173,2.0,833972172
2,185,3.0,833971988
2,186,3.0,833972269
2,196,2.0,833972241
2,208,3.0,833971988
2,225,3.0,833972077
2,231,3.0,833971888
2,236,4.0,833972172
2,252,3.0,833972241
2,253,4.0,833971988
2,266,4.0,833972107
2,282,4.0,833972172
2,288,1.0,833971988
2,293,3.0,833972306
2,300,4.0,833972037
2,317,5.0,833972077
2,318,5.0,833971888
2,329,3.0,833971888
2,337,4.0,833972172
2,339,4.0,833971947
2,344,4.0,833971811
2,349,4.0,833971811
2,364,5.0,833972241
2,367,5.0,833972306
2,410,3.0,833972037
2,420,5.0,833972107
2,432,4.0,833972138
2,434,4.0,833971947
2,454,5.0,833972242
2,457,5.0,833972037
2,553,5.0,833972241
2,588,4.0,833971811
2,590,4.0,833971704
2,593,5.0,833972037
2,595,5.0,833971888
3,163,4.5,1111981513
3,172,2.0,1111981545
3,260,5.0,1111982680
3,370,4.0,1111981466
3,432,3.0,1111981411
3,466,3.0,1111981458
3,502,3.5,1111982333
3,832,3.5,1111981434
3,919,5.0,1111982712
3,1259,4.0,1111982012
3,1270,5.0,1111982553
3,1288,4.5,1111981501
3,1380,5.0,1111981527
3,1485,3.0,1111981559
3,2012,4.0,1111981396
3,2054,3.0,1111981535
3,2134,4.5,1111982582
3,2406,4.0,1111981473
3,2420,4.0,1111982104
3,2640,2.5,1111981498
3,2791,4.0,1111981385
3,3508,4.0,1111982652
3,3897,3.5,1111981448
3,4025,2.5,1111982280
3,4621,3.0,1111982242
3,6744,4.0,1111982608
3,7361,4.0,1111981957
3,8641,2.0,1111982146
3,8865,3.5,1111982345
4,32,4.5,1294768736
4,163,3.0,1294768511
4,172,3.0,1294768534
4,315,3.0,1294768583
4,318,5.0,1294768757
4,370,3.0,1294768485
4,435,2.0,1294768505
4,555,4.0,1294768481
4,805,4.0,1294768552
4,1242,5.0,1294768556
4,1252,5.0,1294768470
4,1278,3.5,1294768465
4,1302,5.0,1294768547
4,1500,3.5,1294768495
4,1639,4.0,1294768492
4,2353,4.0,1294768474
4,2572,3.5,1294768690
4,2699,4.0,1294768477
4,2890,4.5,1294768565
4,3101,4.0,1294768559
4,3112,4.0,1294768669
4,8169,3.0,1294768660
4,8636,3.0,1294768520
4,69757,3.5,1294768656
5,1,4.0,1040175819
5,5,3.0,1041555250
5,6,4.0,1040175782
5,11,4.0,1040177817
5,14,4.0,1041553811
5,16,5.0,1040175620
5,21,5.0,1041553954
5,32,5.0,1040175739
5,39,4.0,1040449199
5,45,4.0,1040449041
5,47,5.0,1040449396
5,50,5.0,1040447967
5,52,5.0,1040176548
5,89,3.0,1041555524
5,105,5.0,1041555655
5,110,4.0,1040175397
5,111,5.0,1040174631
5,141,5.0,1041555454
5,150,4.0,1040175308
5,151,4.0,1040178448
5,161,4.0,1040449772
5,162,5.0,1040175416
5,171,5.0,1040449598
5,175,4.0,1041553954
5,180,4.0,1040174304
5,194,5.0,1040177461
5,223,5.0,1040174284
5,225,3.0,1040178022
5,231,2.0,1040178060
5,235,4.0,1040448601
5,253,5.0,1041555276
5,260,3.0,1040175191
5,265,4.0,1040175948
5,272,4.0,1040175397
5,282,4.0,1041555484
5,296,5.0,1040174763
5,299,3.0,1040176295
5,300,5.0,1040448691
5,318,5.0,1040175135
5,321,5.0,1040174587
5,322,4.0,1040176279
5,337,4.0,1040448640
5,345,5.0,1040176682
5,349,4.0,1041554101
5,353,4.0,1041555327
5,356,2.0,1041554822
5,363,5.0,1040176497
5,364,3.0,1041554726
5,367,4.0,1040178107
5,373,5.0,1040176803
5,377,4.0,1040177461
5,380,3.0,1041555061
5,428,4.0,1040175805
5,431,4.0,1040178123
5,441,4.0,1040177406
5,446,4.0,1040176466
5,457,3.0,1040449260
5,471,5.0,1040177238
5,477,5.0,1041554054
5,480,4.0,1041554701
5,486,2.0,1040447891
5,488,5.0,1040178503
5,491,4.0,1041555362
5,508,5.0,1040177358
5,509,5.0,1040176937
5,515,4.0,1040449139
5,527,5.0,1040448300
5,532,4.0,1041555961
5,538,5.0,1040177724
5,539,3.0,1041555939
5,541,5.0,1040174617
5,551,4.0,1040177057
5,553,3.0,1041554330
5,581,5.0,1040448492
5,585,3.0,1041554840
5,588,4.0,1041555176
5,589,4.0,1040177057
5,590,4.0,1041553695
5,592,4.0,1040176426
5,593,5.0,1040174806
5,594,5.0,1040177126
5,595,3.0,1041554553
5,596,3.0,1040177282
5,597,3.0,1041555585
5,599,3.0,1040448580
5,608,5.0,1040174475
5,610,4.0,1041555759
5,628,4.0,1040178367
5,648,4.0,1041554726
5,663,4.0,1040176820
5,671,4.0,1040178431
5,708,4.0,1041555550
5,722,5.0,1040178267
5,733,3.0,1041554822
5,750,5.0,1040447950
5,766,5.0,1040177854
5,778,5.0,1040175291
5,832,4.0,1041554971
5,851,5.0,1040449480
5,858,5.0,1040174349
5,897,3.0,1041556044
5,898,4.0,1040448092
5,899,3.0,1040174602
5,900,3.0,1040448832
5,902,4.0,1040448816
5,903,5.0,1040174617
5,904,5.0,1040174396
5,905,3.0,1040448005
5,908,5.0,1040174206
5,909,3.0,1041552877
5,910,5.0,1040448109
5,911,4.0,1040176380
5,912,4.0,1040447967
5,913,4.0,1040174497
5,914,3.0,1040449015
5,915,4.0,1040175709
5,916,3.0,1040448517
5,918,2.0,1041552970
5,919,5.0,1040174617
5,920,5.0,1040176135
5,921,4.0,1040175077
5,922,5.0,1040448005
5,923,5.0,1040174349
5,924,5.0,1040174722
5,926,3.0,1040174564
5,927,4.0,1040176737
5,928,5.0,1040175191
5,930,4.0,1040448151
5,931,4.0,1041553014
5,933,4.0,1040448912
5,934,4.0,1040177535
5,938,4.0,1041553794
5,940,3.0,1040174564
5,941,3.0,1041553552
5,942,4.0,1041552710
5,943,4.0,1041553173
5,944,3.0,1040176820
5,945,4.0,1041553265
5,946,3.0,1041553842
5,947,4.0,1041552890
5,948,5.0,1040177645
5,949,5.0,1040174676
5,950,3.0,1040447937
5,951,4.0,1040174775
5,952,4.0,1040176153
5,953,2.0,1040176279
5,954,3.0,1040448456
5,955,3.0,1040174832
5,965,3.0,1040174514
5,968,3.0,1040175460
5,969,5.0,1040448374
5,971,4.0,1040174722
5,982,3.0,1040178267
5,1012,3.0,1040177444
5,1018,3.0,1041555913
5,1019,5.0,1041555434
5,1022,3.0,1040449659
5,1029,4.0,1040177424
5,1034,4.0,1040177702
5,1035,2.0,1040449156
5,1036,3.0,1040175638
5,1044,4.0,1040449058
5,1046,5.0,1040448287
5,1059,4.0,1041553612
5,1060,4.0,1041553187
5,1073,3.0,1040175805
5,1076,5.0,1040174763
5,1077,4.0,1040448207
5,1078,3.0,1040176030
5,1079,5.0,1040175782
5,1080,4.0,1040175221
5,1081,4.0,1040449382
5,1082,3.0,1040176030
5,1083,4.0,1040177965
5,1084,4.0,1040448218
5,1086,4.0,1040448456
5,1089,5.0,1040448092
5,1090,3.0,1040449367
5,1093,5.0,1041555782
5,1094,4.0,1040448853
5,1095,4.0,1040448629
5,1096,4.0,1040176000
5,1097,3.0,1040174235
5,1099,3.0,1040448629
5,1101,2.0,1041556044
5,1103,5.0,1040449532
5,1104,5.0,1040174475
5,1120,5.0,1040449480
5,1124,4.0,1041554410
5,1128,3.0,1041555585
5,1129,4.0,1040178317
5,1130,3.0,1041554253
5,1132,4.0,1041552996
5,1136,5.0,1040448137
5,1161,4.0,1040177112
5,1162,4.0,1040448517
5,1171,5.0,1040449659
5,1172,3.0,1040175096
5,1175,5.0,1040174923
5,1179,4.0,1040174763
5,1186,4.0,1040175056
5,1187,3.0,1041553107
5,1189,5.0,1041552723
5,1190,3.0,1040176047
5,1191,4.0,1041554594
5,1192,5.0,1040176208
5,1193,4.0,1040448109
5,1196,3.0,1040448926
5,1197,3.0,1040448832
5,1198,4.0,1040174763
5,1199,5.0,1040174832
5,1200,4.0,1041553445
5,1201,3.0,1040175077
5,1203,4.0,1040448492
5,1204,5.0,1040174602
5,1206,5.0,1040174514
5,1207,5.0,1040174443
5,1208,5.0,1040175172
5,1209,3.0,1040176803
5,1210,3.0,1040174152
5,1212,4.0,1040448043
5,1213,5.0,1041552515
5,1214,5.0,1041552817
5,1217,5.0,1040447912
5,1219,5.0,1040447976
5,1220,4.0,1040175977
5,1222,5.0,1040175367
5,1225,4.0,1040174497
5,1226,4.0,1040177724
5,1227,4.0,1040176380
5,1228,4.0,1040174530
5,1230,5.0,1040448207
5,1231,3.0,1040175096
5,1233,3.0,1040448799
5,1234,3.0,1040175440
5,1235,4.0,1040174430
5,1238,4.0,1040175308
5,1240,4.0,1040449319
5,1244,5.0,1041553323
5,1246,5.0,1040178431
5,1247,4.0,1040174530
5,1249,5.0,1040174722
5,1250,4.0,1040448244
5,1251,3.0,1040175337
5,1252,4.0,1040174396
5,1253,5.0,1040174923
5,1254,5.0,1040174379
5,1256,5.0,1040174961
5,1258,5.0,1040175155
5,1259,4.0,1040176135
5,1262,3.0,1040174741
5,1263,4.0,1040449199
5,1264,5.0,1040448122
5,1265,3.0,1040448456
5,1266,5.0,1040175056
5,1267,5.0,1040174806
5,1268,4.0,1041555628
5,1269,4.0,1040175416
5,1270,3.0,1040174178
5,1271,4.0,1040449693
5,1272,5.0,1040177388
5,1274,5.0,1040177783
5,1275,4.0,1041554840
5,1276,3.0,1040448189
5,1278,5.0,1040175077
5,1279,4.0,1040449598
5,1282,4.0,1040175819
5,1283,3.0,1040175206
5,1285,4.0,1040175255
5,1286,4.0,1041555782
5,1287,4.0,1040177783
5,1288,4.0,1040448640
5,1291,3.0,1040174284
5,1292,4.0,1040448287
5,1293,5.0,1040176235
5,1295,5.0,1040176402
5,1296,4.0,1040175546
5,1297,3.0,1040175892
5,1298,5.0,1040176483
5,1299,5.0,1041553552
5,1302,3.0,1041554458
5,1303,4.0,1040448151
5,1304,3.0,1040174991
5,1305,4.0,1040175502
5,1307,3.0,1040175638
5,1321,5.0,1040177738
5,1329,2.0,1041554330
5,1332,3.0,1041555876
5,1333,5.0,1040175487
5,1340,5.0,1040176600
5,1343,5.0,1040177783
5,1345,4.0,1040449833
5,1346,4.0,1041555197
5,1347,3.0,1041554903
5,1348,3.0,1040448434
5,1350,4.0,1040177220
5,1355,3.0,1041554726
5,1356,3.0,1040174235
5,1358,5.0,1040174846
